country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,package_size,package_description,atc_code,marketing_auth_holder,reporter,status,reason,parallel_export_ban,legal_basis,healthcare_notice,basg_note,shortage_start,estimated_end,last_updated,scraped_at,prk
AT,Austria,BASG,Duloxetin 1A Pharma 60 mg - magensaftresistente Hartkapseln,DULOXETIN HYDROCHLORID,60 mg,magensaftresistente Hartkapsel,30 Stück,30 Hartkapseln in PVC/PE/PCTFE/AL oder PA/AL/PVC/AL-Blister,N06AX21,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",resolved,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2024-12-16,,2026-09-09,2026-09-23T20:51:08.330727,79065
AT,Austria,BASG,Duloxetin 1A Pharma 60 mg - magensaftresistente Hartkapseln,DULOXETIN HYDROCHLORID,60 mg,magensaftresistente Hartkapsel,14 Stück,14 Hartkapseln in PVC/PE/PCTFE/AL oder PA/AL/PVC/AL-Blister,N06AX21,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-03-19,2027-03-04,2026-09-09,2026-09-23T20:51:08.330738,79065
AT,Austria,BASG,Diflucan 2 mg/ml Infusionslösung,FLUCONAZOL,2 mg/ml,Infusionslösung,200 ml,1 x 200 ml (Durchstechflasche),J02AC01,"Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich","Pfizer Corporation Austria Ges.m.b.H., Floridsdorfer Hauptstraße 1, 1210 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-05-18,,2026-05-18,2026-09-23T20:51:08.330747,33529
AT,Austria,BASG,Buprenorphin ratiopharm 5 Mikrogramm/h transdermales Pflaster,BUPRENORPHIN,5 Mikrogramm/h,transdermales Pflaster,2 Stück,2 Pflaster in kindersicherem Beutel aus einem Verbundschichtmaterial (Papier / PET / PE / Aluminium / Poly(acrylsäure-co-ethylen),N02AE01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-06-15,,2026-09-22,2026-09-23T20:51:08.330757,89400
AT,Austria,BASG,Buprenorphin ratiopharm 5 Mikrogramm/h transdermales Pflaster,BUPRENORPHIN,5 Mikrogramm/h,transdermales Pflaster,4 Stück,4 Pflaster in kindersicherem Beutel aus einem Verbundschichtmaterial (Papier / PET / PE / Aluminium / Poly(acrylsäure-co-ethylen),N02AE01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",resolved,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-03-22,,2026-09-22,2026-09-23T20:51:08.330766,89400
AT,Austria,BASG,Rytmonorma 300 mg - Filmtabletten,PROPAFENON HYDROCHLORID,,Filmtablette,50 Stück,"Hartfolie aus PVC und Aluminiumfolie, mit Heißsiegellack. Blisterpackung zu 50 Stück",C01BC03,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-01,2026-10-30,2026-09-07,2026-09-23T20:51:08.330776,26034
AT,Austria,BASG,Rytmonorma 300 mg - Filmtabletten,PROPAFENON HYDROCHLORID,,Filmtablette,20 Stück,"Hartfolie aus PVC und Aluminiumfolie, mit Heißsiegellack. Blisterpackung zu 20 Stück",C01BC03,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-07,2026-10-27,2026-09-07,2026-09-23T20:51:08.330786,26034
AT,Austria,BASG,NovoSeven 5 mg (250 kIE) - Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,"GERINNUNGSFAKTOR VIIa, REKOMBINANT - EPTACOG ALFA (AKTIVIERT)",5 mg (250 kIE),Pulver und Lösungsmittel zur Herstellung einer Injektionslösung,1 Stück,"Pulver in Durchstechflasche(Glas - 250 kIE); Lösungsmittel in Durchstechflasche(Glas - 5,2ml)",B02BD08,"Novo Nordisk A/S, Novo Alle 1, 2880 Bagsvaerd, Kingdom of Denmark","Novo Nordisk A/S, Novo Alle 1, 2880 Bagsvaerd, Kingdom of Denmark",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-08-11,2026-12-31,2025-12-18,2026-09-23T20:51:08.330797,113301
AT,Austria,BASG,CortimentMMX 9 mg - Retardtabletten,BUDESONID,9 mg,Retardtablette,30 Stück,30 Tabletten in Polyamid/Aluminium/PVC-Blistern mit einer Durchdrückfolie aus Aluminium,A07EA06,"Ferring Arzneimittel Ges.m.b.H., The Icon Wiedner Gürtel 13, Turm 24, 10.OG -, 1100 Wien, Österreich","BASG, The Icon Wiedner Gürtel 13, Turm 24, 10.OG -, 1100 Wien, Österreich",verfügbar gemäß §4 (1),Erhöhter Mehrbedarf,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",2021-06-15,,2025-10-17,2026-09-23T20:51:08.330808,107379
AT,Austria,BASG,CortimentMMX 9 mg - Retardtabletten,BUDESONID,9 mg,Retardtablette,10 Stück,10 Tabletten in Polyamid/Aluminium/PVC-Blistern mit einer Durchdrückfolie aus Aluminium,A07EA06,"Ferring Arzneimittel Ges.m.b.H., The Icon Wiedner Gürtel 13, Turm 24, 10.OG -, 1100 Wien, Österreich","BASG, The Icon Wiedner Gürtel 13, Turm 24, 10.OG -, 1100 Wien, Österreich",verfügbar gemäß §4 (1),Erhöhter Mehrbedarf,Ja,§4 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Es handelt sich hierbei um ein Verfahren gemäß § 4 Abs. 1 der Verordnung über die Sicherstellung der Arzneimittelversorgung. Der Bedarf der Patientinnen und Patienten im Inland kann mit dieser Arzneispezialität nicht gedeckt werden, obwohl nach Angaben des Zulassungsinhabers keine Einschränkung der Vertriebsfähigkeit vorliegt.",2021-06-15,,2025-10-17,2026-09-23T20:51:08.330816,107379
AT,Austria,BASG,"Uragelan 30 mg-Hartkapseln, retardiert",URAPIDIL,30 mg,"Hartkapsel, retardiert",60 Stück,HDPE-Behältnisse mit PP-Deckel und Trocknungsmittel,C02CA06,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2024-09-03,2027-04-16,2026-06-18,2026-09-23T20:51:08.330827,60186
AT,Austria,BASG,"Uragelan 30 mg-Hartkapseln, retardiert",URAPIDIL,30 mg,"Hartkapsel, retardiert",30 Stück,HDPE-Behältnisse mit PP-Deckel und Trocknungsmittel,C02CA06,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-02-04,2027-04-16,2026-06-18,2026-09-23T20:51:08.330837,60186
AT,Austria,BASG,Panchol 40 mg - Tabletten,PRAVASTATIN NATRIUM,40 mg,Tablette,30 Stück,30 Stück in Alu/Alu-Blister,C10AA03,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Regulatorische Änderungen,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-02-10,,2026-08-03,2026-09-23T20:51:08.330846,
AT,Austria,BASG,"Rivaroxaban ratiopharm 2,5 mg Filmtabletten",RIVAROXABAN,"2,5 mg",Filmtablette,60 Stück,60x1 Tabletten in PVC/PVdC-Aluminium-Blisterpackungen mit perforierten Blisterpackungen,B01AF01,"ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich","ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-05-26,,2026-05-29,2026-09-23T20:51:08.330855,117250
AT,Austria,BASG,Sitagliptin Sandoz 100 mg – Filmtabletten,SITAGLIPTIN HYDROCHLORID MONOHYDRAT,100 mg,Filmtablette,30 Stück,30 Filmtabletten in OPA/Aluminium/PVC//Aluminium Blisterpackungen,A10BH01,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-05-27,,2026-05-27,2026-09-23T20:51:08.330865,218138
AT,Austria,BASG,Metformin 1A Pharma 850 mg - Filmtabletten,METFORMIN HYDROCHLORID,850 mg,Filmtablette,30 Stück,30 Stück PVC-Alu Blister,A10BA02,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-25,,2026-08-25,2026-09-23T20:51:08.330874,5509
AT,Austria,BASG,Rabeprazol ratiopharm 20 mg magensaftresistente Tabletten,RABEPRAZOL NATRIUM,20 mg,magensaftresistente Tablette,30 Stück,30 Stück Tabletten (PVC/Aluminium/Polyamid/Aluminium),A02BC04,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2023-02-17,2026-07-31,2026-03-04,2026-09-23T20:51:08.330885,54879
AT,Austria,BASG,Rabeprazol ratiopharm 20 mg magensaftresistente Tabletten,RABEPRAZOL NATRIUM,20 mg,magensaftresistente Tablette,14 Stück,14 Stück Tabletten (PVC/Aluminium/Polyamid/Aluminium),A02BC04,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2023-08-01,2026-07-31,2026-03-04,2026-09-23T20:51:08.330895,54879
AT,Austria,BASG,"Amlodipin/Valsartan/HCT 1A Pharma 10 mg/160 mg/12,5 mg – Filmtabletten","AMLODIPIN BESILAT, HYDROCHLOROTHIAZID, VALSARTAN","10/160/12,5 mg",Filmtablette,28 Stück,"PVC/PVDC/Alu, n/a",C09DX01,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-04-28,,2026-06-29,2026-09-23T20:51:08.330904,123447
AT,Austria,BASG,Risperidon ratiopharm 50 mg Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension,RISPERIDON,50 mg,Pulver und Lösungsmittel zur Herstellung einer Depot-Injektionssuspension,1 Stück,"1 Durchstechflasche aus Klarglas, verschlossen mit einem grauen Stopfen aus Chlorbutylgummi und versiegelt mit einer blauen Aluminium-Flip-off-Kappe, mit Pulver zur Herstellung einer Injektionssuspens",N05AX08,"ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich","ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-06-12,2026-07-31,2026-03-18,2026-09-23T20:51:08.330915,68284
AT,Austria,BASG,ratioDolor forte Ibuprofen 400 mg Filmtabletten,IBUPROFEN LYSIN,400 mg,Filmtablette,50 Stück,50 Stück (Blister),M01AE01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,freiwillige Meldung,Nein,,2026-07-20,,2026-07-21,2026-09-23T20:51:08.330924,27278
AT,Austria,BASG,ratioDolor forte Ibuprofen 400 mg Filmtabletten,IBUPROFEN LYSIN,400 mg,Filmtablette,20 Stück,20 Stück (Blister),M01AE01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,freiwillige Meldung,Nein,,2026-07-13,,2026-07-21,2026-09-23T20:51:08.330932,27278
AT,Austria,BASG,Viropel 1000 mg - Filmtabletten,"VALACICLOVIRHYDROCHLORID, WASSERHALTIGES",1000 mg,Filmtablette,21 Stück,21 Filmtabletten in Blister (Al/PVC),J05AB11,"PELPHARMA Handels GmbH, Wohndorfweg 36, 3001 Tulbing, Österreich","PELPHARMA Handels GmbH, Wohndorfweg 36, 3001 Tulbing, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-21,2026-10-08,2026-09-21,2026-09-23T20:51:08.330943,97047
AT,Austria,BASG,Visudyne 15 mg Pulver zur Herstellung einer Infusionslösung,VERTEPORFIN,,Pulver zur Herstellung einer Infusionslösung,1 Stück,"15 mg Pulverzur Herstellung einer Infusionslösung in einer Einmal-Durchstechflasche (TypI), mit Brombutyl-Gummistopfen und Aluminium-Abziehkappe.",S01LA01,"Cheplapharm Arzneimittel GmbH, Ziegelhof 24, 17489 Greifswald, Federal Republic of Germany","Cheplapharm Arzneimittel GmbH, Ziegelhof 24, 17489 Greifswald, Federal Republic of Germany",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2020-07-31,2026-12-31,2025-09-29,2026-09-23T20:51:08.330953,58963
AT,Austria,BASG,Donepezil Krka 5 mg Filmtabletten,DONEPEZIL HYDROCHLORID,5 mg,Filmtablette,10 Stück,10 Tabletten (OPA/Al/PVC/Al Blisterpackung),N06DA02,"KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien","KRKA d.d. Novo Mesto, Smarjeska Cesta 6, 8501 Novo Mesto, Slowenien",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-06-03,2026-09-30,2026-08-25,2026-09-23T20:51:08.330964,106550
AT,Austria,BASG,Zeldox 40 mg - Hartkapseln,ZIPRASIDONHYDROCHLORID,40 mg,Hartkapsel,60 Stück,60 Stück (Blister),N05AE04,"Viatris Healthcare Limited, Damastown Road Damastown Industrial Park -, D15 XD71 Dublin 15, Irland","Viatris Healthcare Limited, Damastown Road Damastown Industrial Park -, D15 XD71 Dublin 15, Irland",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-06-29,2026-09-30,2026-08-27,2026-09-23T20:51:08.330975,
AT,Austria,BASG,Aldactone - Saltucin forte - Hartkapseln,"SPIRONOLACTON, BUTIZID",,Hartkapsel,20 Stück,20 Stück,C03EA14,"Herbrand PharmaChemicals GmbH, Brambachstraße 31, 77723 Gengenbach, Federal Republic of Germany","Herbrand PharmaChemicals GmbH, Brambachstraße 31, 77723 Gengenbach, Federal Republic of Germany",Nicht verfügbar,Verknappung des Wirkstoffes,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2024-01-17,2026-12-31,2026-07-20,2026-09-23T20:51:08.330986,
AT,Austria,BASG,"IKERVIS 1 mg/ml Augentropfen, Emulsion",CICLOSPORIN,1 mg/ml,"Augentropfen, Emulsion",30 Stück,"0,3 ml Einzeldosisbehältnissen aus Polyethylen niederer Dichte (LDPE) in einem versiegelten Aluminiumfolienbeutel erhältlich. Ein Beutel enthält fünf Einzeldosisbehältnisse.",S01XA18,"Santen Oy, Niittyhaankatu 20, 33720 Tampere, Republic of Finland","Santen Oy, Niittyhaankatu 20, 33720 Tampere, Republic of Finland",eingeschränkt verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-06-17,,2026-07-16,2026-09-23T20:51:08.330995,216461
AT,Austria,BASG,Zeldox 20 mg/ml - Pulver zur Herstellung einer Injektionslösung,ZIPRASIDON MESILAT TRIHYDRAT,20 mg/ml,Pulver zur Herstellung einer Injektionslösung,1 Stück,"1 x Durchstechflaschen aus Neutralglas der Type 1, die Pulver (Ziprasidonmesilat) enthalten. Die Durchstechflaschen sind mit einem Butyl-Lyophilisierungsgummistopfen und Flip-off-Kappen aus Aluminium",N05AE04,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-03-16,2026-09-30,2026-08-27,2026-09-23T20:51:08.331005,
AT,Austria,BASG,"Venlafaxin 1A Pharma GmbH 225 mg – Hartkapseln, retardiert",VENLAFAXIN HYDROCHLORID,225 mg,"Hartkapsel, retardiert",30 Stück,30 Tabletten in Aluminium-OPA/Alu/PVC-Blister oder Aluminium-PVC/ACLAR-Blister oder Aluminium-PVC/PVDC-Blister,N06AX16,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-09-19,,2026-07-22,2026-09-23T20:51:08.331015,142719
AT,Austria,BASG,"Venlafaxin 1A Pharma GmbH 225 mg – Hartkapseln, retardiert",VENLAFAXIN HYDROCHLORID,225 mg,"Hartkapsel, retardiert",10 Stück,10 Tabletten in Aluminium-OPA/Alu/PVC-Blister oder Aluminium-PVC/ACLAR-Blister oder Aluminium-PVC/PVDC-Blister VC/ACLAR-Blister,N06AX16,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-04-07,,2026-07-22,2026-09-23T20:51:08.331024,142719
AT,Austria,BASG,Quetiapin neuraxpharm 200 mg Retardtabletten,QUETIAPIN FUMARAT,200 mg,Retardtablette,10 Stück,10 Tabletten in weiß-opake PVC/PCTFE//Aluminium-Blisterpackung,N05AH04,"neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany","neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-02-24,2027-03-31,2026-09-10,2026-09-23T20:51:08.331035,84190
AT,Austria,BASG,Quetiapin neuraxpharm 200 mg Retardtabletten,QUETIAPIN FUMARAT,200 mg,Retardtablette,30 Stück,30 Tabletten in weiß-opake PVC/PCTFE//Aluminium-Blisterpackung,N05AH04,"neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany","neuraxpharm Arzneimittel GmbH, Elisabeth-Selbert-Straße 23, 40764 Langenfeld (Rheinland), Federal Republic of Germany",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2024-07-09,2027-03-31,2026-09-10,2026-09-23T20:51:08.331045,84190
AT,Austria,BASG,Celecoxib ratiopharm GmbH 100 mg Hartkapseln,CELECOXIB,100 mg,Hartkapsel,30 Stück,"PVC/Al, n/a",M01AH01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-14,,2026-09-15,2026-09-23T20:51:08.331054,58998
AT,Austria,BASG,Salofalk 500 mg Zäpfchen,MESALAZIN,500 mg,Zäpfchen,10 Stück,10 Stück,A07EC02,"Dr. Falk Pharma GmbH, Leinenweberstraße 5, 79108 Freiburg Im Breisgau, Federal Republic of Germany","Dr. Falk Pharma GmbH, Leinenweberstraße 5, 79108 Freiburg Im Breisgau, Federal Republic of Germany",Nicht verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-01-30,2027-03-31,2026-09-07,2026-09-23T20:51:08.331065,24686
AT,Austria,BASG,Salofalk 500 mg Zäpfchen,MESALAZIN,500 mg,Zäpfchen,20 Stück,20 Stück,A07EC02,"Dr. Falk Pharma GmbH, Leinenweberstraße 5, 79108 Freiburg Im Breisgau, Federal Republic of Germany","Dr. Falk Pharma GmbH, Leinenweberstraße 5, 79108 Freiburg Im Breisgau, Federal Republic of Germany",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-05-21,2027-03-31,2026-09-07,2026-09-23T20:51:08.331075,24686
AT,Austria,BASG,Trajenta 5 mg Filmtabletten,LINAGLIPTIN,5 mg,Filmtablette,30 Stück,(Alu/Alu),A10BH05,"Boehringer Ingelheim International GmbH, Binger Straße 173, 55216 Ingelheim Am Rhein, Federal Republic of Germany","Boehringer Ingelheim International GmbH, Binger Straße 173, 55216 Ingelheim Am Rhein, Federal Republic of Germany",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2024-03-04,,2024-03-04,2026-09-23T20:51:08.331084,101125
AT,Austria,BASG,Trajenta 5 mg Filmtabletten,LINAGLIPTIN,5 mg,Filmtablette,14 Stück,(Alu/Alu),A10BH05,"Boehringer Ingelheim International GmbH, Binger Straße 173, 55216 Ingelheim Am Rhein, Federal Republic of Germany","Boehringer Ingelheim International GmbH, Binger Straße 173, 55216 Ingelheim Am Rhein, Federal Republic of Germany",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2024-03-04,,2024-03-04,2026-09-23T20:51:08.331093,101125
