country_code,country_name,source,medicine_name,brand_name,active_substance,generic_name,strength,package_size,dosage_form,presentation,package_ndc,product_ndc,application_number,route,therapeutic_category,pharmacologic_class,manufacturer,company_name,contact_info,status,update_type,shortage_start,shortage_reason,reason,estimated_end,discontinued_date,update_date,related_info,scraped_at,atc_code,prk
US,United States,FDA,"Methylphenidate Hydrochloride Tablet, Extended Release",RELEXXII,METHYLPHENIDATE HYDROCHLORIDE,"Methylphenidate Hydrochloride Tablet, Extended Release",,,Tablet,"Relexxii, Tablet, Extended Release, 54 mg (NDC 68025-098-30)",68025-098-30,"68025-098, 68025-088, 68025-089, 68025-095, 68025-096, 68025-097, 68025-084",NDA216117,ORAL,Psychiatry,,"Vertical Pharmaceuticals, LLC","Vertical Pharmaceuticals, LLC",800-541-4802,Current,Reverified,2023-07-26,,,,,2026-09-16,,2026-09-23T21:01:42.351376,N06BA04,105198
US,United States,FDA,Palonosetron Hydrochloride Injection,PALONOSETRON HYDROCHLORIDE,PALONOSETRON HYDROCHLORIDE,Palonosetron Hydrochloride Injection,,,Injection,"Palonosetron Hydrochloride, Injection, .25 mg/5 mL (NDC 0703-4094-01)",0703-4094-01,0703-4094,ANDA090713,INTRAVENOUS,Gastroenterology,,"Teva Parenteral Medicines, Inc.","Teva Pharmaceuticals USA, Inc.",800-545-8800,To Be Discontinued,New,2025-11-14,,,,2025-11-14,2025-11-14,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351391,A04AA05,
US,United States,FDA,Acetaminophen; Oxycodone Hydrochloride Tablet,ENDOCET,"OXYCODONE HYDROCHLORIDE, ACETAMINOPHEN",Acetaminophen; Oxycodone Hydrochloride Tablet,,,Tablet,"Acetaminophen; Oxycodone Hydrochloride, Tablet, 325 mg; 5 mg (NDC 60951-602-70)",60951-602-70,"60951-602, 60951-700, 60951-712, 60951-701",ANDA040330,ORAL,Analgesia/Addiction,,"Par Health USA, LLC","Endo Pharmaceuticals, Inc.",800-828-9393,To Be Discontinued,New,2025-11-03,,,,2025-11-03,2025-11-03,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351405,,
US,United States,FDA,Acetaminophen; Oxycodone Hydrochloride Tablet,ENDOCET,"OXYCODONE HYDROCHLORIDE, ACETAMINOPHEN",Acetaminophen; Oxycodone Hydrochloride Tablet,,,Tablet,"Acetaminophen; Oxycodone Hydrochloride, Tablet, 325 mg; 5 mg (NDC 60951-602-85)",60951-602-85,"60951-602, 60951-700, 60951-712, 60951-701",ANDA040330,ORAL,Analgesia/Addiction,,"Par Health USA, LLC","Endo Pharmaceuticals, Inc.",800-828-9393,To Be Discontinued,New,2025-11-03,,,,2025-11-03,2025-11-03,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351420,,
US,United States,FDA,Dextrose Monohydrate 70% Injection,DEXTROSE,DEXTROSE MONOHYDRATE,Dextrose Monohydrate 70% Injection,,,Injection,"Dextrose Monohydrate 70%, Injection, 70 g/100 mL (NDC 0338-0719-06)",0338-0719-06,0338-0719,NDA020047,INTRAVENOUS,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",,Baxter Healthcare Corporation,Baxter Healthcare,888-229-0001,Current,Revised,2024-10-11,Other,Other,,,2026-09-17,Estimated recovery: September 2026,2026-09-23T21:01:42.351432,B05BA01,
US,United States,FDA,Bupivacaine Hydrochloride Injection,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Bupivacaine Hydrochloride Injection,,,Injection,"Marcaine, Injection, Marcaine 75 mg/10 mL (7.5 mg/mL) (NDC 0409-1165-01)",0409-1165-01,"0409-1165, 0409-1159, 0409-1160, 0409-1162, 0409-1163, 0409-9043, 0409-9046, 0409-9045, 0409-9042",ANDA070585,"EPIDURAL, RETROBULBAR",Anesthesia,,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Reverified,2018-02-20,,,,,2026-09-09,,2026-09-23T21:01:42.351445,N01BB01,
US,United States,FDA,Morphine Sulfate Injection,MORPHINE SULFATE,MORPHINE SULFATE,Morphine Sulfate Injection,,,Injection,"Morphine Sulfate, Injection, 2 mg/1 mL (NDC 63323-452-01)",63323-452-01,"63323-452, 63323-454, 63323-455, 63323-458, 63323-451",NDA204223,"INTRAMUSCULAR, INTRAVENOUS",Analgesia/Addiction,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2017-10-31,Other,Other,,,2026-09-15,Next release September 2026. Check wholesalers for inventory.,2026-09-23T21:01:42.351462,A07DA52,127426
US,United States,FDA,Phenobarbital Tablet,PHENOBARBITAL,PHENOBARBITAL,Phenobarbital Tablet,,,Tablet,"Phenobarbital, Tablet, 97.2 mg (NDC 0603-5168-21)",0603-5168-21,"0603-5168, 0603-5165, 0603-5166, 0603-5167",,ORAL,"Analgesia/Addiction, Neurology, Other",,"Par Health USA, LLC","Endo Pharmaceuticals, Inc.",800-828-9393,To Be Discontinued,New,2025-10-31,,,,2025-10-31,2025-10-31,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351476,N03AA02,
US,United States,FDA,Lisdexamfetamine Dimesylate Capsule,,,Lisdexamfetamine Dimesylate Capsule,,,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 0406-5117-01)",0406-5117-01,,,,Psychiatry,,SpecGx LLC,SpecGx LLC,800-325-8888,Current,Reverified,2023-07-14,,,,,2026-08-20,,2026-09-23T21:01:42.351486,,
US,United States,FDA,Lisdexamfetamine Dimesylate Capsule,LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Lisdexamfetamine Dimesylate Capsule,,,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 20 mg (NDC 0054-0370-25)",0054-0370-25,"0054-0370, 0054-0660, 0054-0371, 0054-0372, 0054-0373, 0054-0374, 0054-0375",ANDA202827,ORAL,Psychiatry,,Hikma Pharmaceuticals USA Inc.,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,Current,Reverified,2023-07-14,Shortage of an active ingredient,Shortage of an active ingredient,,,2026-09-18,Available on allocation,2026-09-23T21:01:42.351496,N06BA12,198382
US,United States,FDA,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",,,Tablet,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 11534-191-01)",11534-191-01,"11534-191, 11534-190, 11534-192, 11534-193, 11534-194, 11534-195, 11534-196",ANDA209799,ORAL,Psychiatry,,"SUNRISE PHARMACEUTICAL, INC.","Sunrise Pharmaceutical, Inc.",732-382-6085 Monday to Friday 9 am to 3:45 pm,Current,Reverified,2022-10-12,,,,,2026-09-16,,2026-09-23T21:01:42.351507,,
US,United States,FDA,"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",SENSORCAINE MPF,"BUPIVACAINE HYDROCHLORIDE, EPINEPHRINE BITARTRATE","Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",,,Injection,"Sensorcaine, Injection, 7.5 mg/1 mL; .005 mg/1 mL (NDC 63323-460-37)",63323-460-37,"63323-460, 63323-465, 63323-467, 63323-464, 63323-466, 63323-462",NDA018304,"EPIDURAL, RETROBULBAR",Anesthesia,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2018-02-20,,,,,2026-09-15,Check wholesaler for inventory,2026-09-23T21:01:42.351520,,
US,United States,FDA,Omeprazole Delayed Release Capsule,OMEPRAZOLE,OMEPRAZOLE,Omeprazole Delayed Release Capsule,,,,"Omeprazole, Delayed Release Capsule, 20 mg (NDC 0781-2868-31)",0781-2868-31,"0781-2868, 0781-2859",ANDA075757,ORAL,Gastroenterology,Proton Pump Inhibitor [EPC],Sandoz Inc,Sandoz Inc.,800-525-8747,To Be Discontinued,New,2025-10-09,,,,2025-10-09,2025-10-09,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351535,A02BC01,
US,United States,FDA,Podofilox Topical Gel,CONDYLOX,PODOFILOX,Podofilox Topical Gel,,,Topical Gel,"Condylox , Topical Gel, 0.5% (NDC 0023-6118-03)",0023-6118-03,0023-6118,NDA020529,TOPICAL,"Dermatology, Other",,"Allergan, Inc.",AbbVie Inc.,800-633-9110,To Be Discontinued,New,2026-01-28,,,,2026-01-28,2026-01-28,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351550,L01BC01,
US,United States,FDA,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",,,Tablet,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 1.875 mg; 1.875 mg; 1.875 mg; 1.875 mg (NDC 13107-069-01)",13107-069-01,"13107-069, 13107-068, 13107-070, 13107-071, 13107-072, 13107-073, 13107-074",ANDA202424,ORAL,Psychiatry,,"Aurolife Pharma, LLC",Aurobindo Pharma USA,(866) 850-2876 or CustomerService@AurobindoUSA.com,Current,Reverified,2022-10-12,Shortage of an active ingredient,Shortage of an active ingredient,,,2026-07-21,Estimated availability: October 2026,2026-09-23T21:01:42.351561,,
US,United States,FDA,Methylprednisolone Acetate Injection,METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE,Methylprednisolone Acetate Injection,,,Injection,"Methylprednisolone Acetate, Injection, 40 mg/1 mL (NDC 55150-313-01)",55150-313-01,"55150-313, 55150-314",ANDA211930,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, SOFT TISSUE",Rheumatology,,Eugia US LLC,Eugia US LLC,888-238-7880,Current,Reverified,2021-12-15,Demand increase for the drug,Demand increase for the drug,,,2026-09-17,On backorder. Recovery: TBD. Check wholesalers for inventory,2026-09-23T21:01:42.351572,D07AA01,4839
US,United States,FDA,Hydromorphone Hydrochloride Injection,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Hydromorphone Hydrochloride Injection,,,Injection,"Hydromorphone Hydrochloride, Injection, 4 mg/1 mL (NDC 63323-854-10)",63323-854-10,"63323-854, 63323-851, 63323-852, 63323-853",NDA019034,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Analgesia/Addiction,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2017-11-01,,,,,2026-09-15,Check wholesalers for inventory,2026-09-23T21:01:42.351584,N02AA03,125822
US,United States,FDA,Dexamethasone Sodium Phosphate Injection,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Dexamethasone Sodium Phosphate Injection,,,Injection,"Dexamethasone Sodium Phosphate, Injection, 4 mg/1 mL (NDC 67457-421-30)",67457-421-30,"67457-421, 67457-423, 67457-422, 67457-420",ANDA040803,"INTRA-ARTICULAR, INTRALESIONAL, INTRAMUSCULAR, INTRAVENOUS, SOFT TISSUE","Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",,Mylan Institutional LLC,"Mylan Institutional, a Viatris Company",800-796-9526,Current,Reverified,2019-02-08,,,,,2026-09-17,,2026-09-23T21:01:42.351596,A01AC02,126942
US,United States,FDA,Rocuronium Bromide Injection,ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Rocuronium Bromide Injection,,,Injection,"Rocuronium Bromide, Injection, 50 mg/5 mL (10 mg/mL) (NDC 0409-3189-10)",0409-3189-10,"0409-3189, 0409-7037",ANDA205656,INTRAVENOUS,Anesthesia,,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Reverified,2023-02-15,,,,,2026-09-09,,2026-09-23T21:01:42.351607,M03AC09,46280
US,United States,FDA,Ropivacaine Hydrochloride Injection,NAROPIN,ROPIVACAINE HYDROCHLORIDE,Ropivacaine Hydrochloride Injection,,,Injection,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-20)",63323-285-20,"63323-285, 63323-286, 63323-287, 63323-288",NDA020533,"EPIDURAL, INFILTRATION",Anesthesia,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2018-03-23,Other,Other,,,2026-09-15,Estimated recovery: TBD,2026-09-23T21:01:42.351617,N01BB09,43532
US,United States,FDA,Morphine Sulfate Injection,MITIGO,MORPHINE SULFATE,Morphine Sulfate Injection,,,Injection,"Mitigo, Injection, 200 mg/20 mL (NDC 66794-160-02)",66794-160-02,"66794-160, 66794-162",ANDA204393,"EPIDURAL, INTRATHECAL",Analgesia/Addiction,,"Piramal Critical Care, Inc.",Piramal Critical Care Inc.,800-414-1901,Current,Revised,2017-10-31,,,,,2026-09-15,,2026-09-23T21:01:42.351629,A07DA52,127426
US,United States,FDA,"Lisdexamfetamine Dimesylate Tablet, Chewable",VYVANSE,LISDEXAMFETAMINE DIMESYLATE,"Lisdexamfetamine Dimesylate Tablet, Chewable",,,"Tablet, Chewable","Vyvanse, Tablet, Chewable, 60 mg (NDC 59417-120-01)",59417-120-01,"59417-120, 59417-101, 59417-102, 59417-103, 59417-104, 59417-105, 59417-106, 59417-107, 59417-115, 59417-116, 59417-117, 59417-118, 59417-119",NDA208510,ORAL,Psychiatry,,"Takeda Pharmaceuticals America, Inc.",Takeda Pharmaceuticals USA Inc.,877-TAKEDA-7 (1-877-825-3327),Current,Reverified,2023-07-14,,,,,2026-09-15,,2026-09-23T21:01:42.351641,N06BA12,
US,United States,FDA,Fondaparinux Sodium Injection,FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,Fondaparinux Sodium Injection,,,Injection,"Fondaparinux Sodium, Injection, 10 mg/.8 mL (NDC 0781-3476-95)",0781-3476-95,"0781-3476, 0781-3443, 0781-3454, 0781-3465",ANDA206812,SUBCUTANEOUS,Hematology,,Sandoz Inc.,"Jiangsu Hengrui Pharmaceuticals Co. (US Agent eVenus Pharmaceutical Laboratories, Inc.)","609-395-8625 ext. 203 (US Agent eVenus Pharmaceutical Laboratories, Inc.)",To Be Discontinued,New,2025-09-29,,,,2025-09-29,2025-09-29,Discontinuation of the manufacture of the drug; Distributed by Sandoz Inc.,2026-09-23T21:01:42.351655,B01AX05,
US,United States,FDA,Carboplatin Injection,CARBOPLATIN,CARBOPLATIN,Carboplatin Injection,,,Injection,"Carboplatin, Injection, 10 mg/1 mL (NDC 63323-172-60)",63323-172-60,63323-172,ANDA077266,INTRAVENOUS,Oncology,Platinum-based Drug [EPC],"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2023-04-28,Delay in shipping of the drug,Delay in shipping of the drug,,,2026-09-15,Next release November 2026. Check wholesalers for inventory.,2026-09-23T21:01:42.351668,L01XA02,119113
US,United States,FDA,Quinapril Hydrochloride Tablet,QUINAPRIL,QUINAPRIL HYDROCHLORIDE,Quinapril Hydrochloride Tablet,,,Tablet,"Quinapril Hydrochloride, Tablet, 10 mg (NDC 62135-485-90)",62135-485-90,"62135-485, 62135-484, 62135-486, 62135-487",ANDA076803,ORAL,Cardiovascular,,"Chartwell RX, LLC",Chartwell Molecular Holdings LLC,845-268-5000 x 510 or Chartwell Customer service at cs@chartwellpharma.com,Current,Reverified,2023-01-19,,,,,2026-09-15,,2026-09-23T21:01:42.351678,C09AA06,
US,United States,FDA,Ramelteon Tablet,ROZEREM,RAMELTEON,Ramelteon Tablet,,,Tablet,"Rozerem, Tablet, 8 mg (NDC 64764-805-10)",64764-805-10,64764-805,NDA021782,ORAL,Psychiatry,Melatonin Receptor Agonist [EPC],"Takeda Pharmaceuticals America, Inc.",Takeda Pharmaceuticals USA Inc.,877-825-3327,To Be Discontinued,New,2026-03-19,,,,2026-03-19,2026-03-19,Product is expected to be available through February 2027.,2026-09-23T21:01:42.351694,N05CH02,
US,United States,FDA,"Methylphenidate Hydrochloride Tablet, Extended Release",,,"Methylphenidate Hydrochloride Tablet, Extended Release",,,Tablet,"Methylphenidate Hydrochloride, Tablet, Extended Release, 18 mg (NDC 57664-606-88)",57664-606-88,,,,Psychiatry,,"Sun Pharmaceutical Industries, Inc.","Sun Pharmaceutical Industries, Inc.",800-818-4555,Current,Revised,2023-07-26,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-09-18,Currently not marketed,2026-09-23T21:01:42.351706,,
US,United States,FDA,Lopinavir and Ritonavir Tablet,,,Lopinavir and Ritonavir Tablet,,,Tablet,"Kaletra, Tablet, 100 mg; 25 mg (NDC 0074-0522-60)",0074-0522-60,,,,Antiviral,,AbbVie Inc.,AbbVie Inc.,800-633-9110,To Be Discontinued,New,2026-07-24,,,,2026-07-24,2026-07-24,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351726,,
US,United States,FDA,Furosemide Injection,FUROSEMIDE,FUROSEMIDE,Furosemide Injection,,,Injection,"Furosemide, Injection, 10 mg/1 mL (NDC 36000-282-25)",36000-282-25,"36000-282, 36000-063, 36000-064, 36000-065, 36000-283, 36000-284",ANDA202747,INTRAVENOUS,Cardiovascular,Loop Diuretic [EPC],Baxter Healthcare Corporation,Baxter Healthcare,888-229-0001,Current,Reverified,2020-04-07,,,,,2026-09-17,,2026-09-23T21:01:42.351737,C03CA01,125806
US,United States,FDA,Clindamycin Hydrochloride Capsule,,,Clindamycin Hydrochloride Capsule,,,Capsule,"Cleocin Hydrochloride, Capsule, 300 mg (NDC 0009-0395-14)",0009-0395-14,,,,Anti-Infective,,Pfizer Inc.,Pfizer Inc.,844-646-4398,To Be Discontinued,New,2026-02-25,,,,2026-02-25,2026-02-25,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351751,,
US,United States,FDA,Quinapril Hydrochloride Tablet,QUINAPRIL,QUINAPRIL HYDROCHLORIDE,Quinapril Hydrochloride Tablet,,,Tablet,"Quinapril Hydrochloride, Tablet, 40 mg (NDC 68180-554-09)",68180-554-09,"68180-554, 68180-556, 68180-557, 68180-558, 68180-559",ANDA077690,ORAL,Cardiovascular,,"Lupin Pharmaceuticals, Inc.","Lupin Pharmaceuticals, Inc.",866-587-4617,Current,Reverified,2023-01-19,Requirements related to complying with good manufacturing practices,Requirements related to complying with good manufacturing practices,,,2026-09-01,Estimated recovery: TBD,2026-09-23T21:01:42.351763,C09AA06,
US,United States,FDA,Rifampin Capsule,RIFAMPIN,RIFAMPIN,Rifampin Capsule,,,Capsule,"Rifampin, Capsule, 300 mg (NDC 42806-799-30)",42806-799-30,"42806-799, 42806-801",ANDA064150,ORAL,Anti-Infective,Rifamycin Antibacterial [EPC],"EPIC PHARMA, LLC","Epic Pharma, LLC",(718) 276-8600 ext. 3,Current,Reverified,2021-12-22,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-09-15,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351774,J04AB02,7064
US,United States,FDA,"Methylphenidate Hydrochloride Tablet, Extended Release",RELEXXII,METHYLPHENIDATE HYDROCHLORIDE,"Methylphenidate Hydrochloride Tablet, Extended Release",,,Tablet,"Relexxii, Tablet, Extended Release, 72 mg (NDC 68025-084-30)",68025-084-30,"68025-084, 68025-088, 68025-089, 68025-095, 68025-096, 68025-097, 68025-098",NDA216117,ORAL,Psychiatry,,"Vertical Pharmaceuticals, LLC","Vertical Pharmaceuticals, LLC",800-541-4802,Current,Reverified,2023-07-26,,,,,2026-09-16,,2026-09-23T21:01:42.351785,N06BA04,105198
US,United States,FDA,"Methylphenidate Hydrochloride Tablet, Extended Release",,,"Methylphenidate Hydrochloride Tablet, Extended Release",,,Tablet,"Methylphenidate Hydrochloride, Tablet, Extended Release, 27 mg (NDC 57664-607-88)",57664-607-88,,,,Psychiatry,,"Sun Pharmaceutical Industries, Inc.","Sun Pharmaceutical Industries, Inc.",800-818-4555,Current,Revised,2023-07-26,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-09-18,Currently not marketed,2026-09-23T21:01:42.351797,,
US,United States,FDA,Hydrochlorothiazide; Quinapril Hydrochloride Tablet,,,Hydrochlorothiazide; Quinapril Hydrochloride Tablet,,,Tablet,"Accuretic, Tablet, 12.5 mg; 20 mg (NDC 0071-5212-23)",0071-5212-23,,,,Cardiovascular,,Pfizer Inc.,Pfizer Inc.,800-533-4535,To Be Discontinued,New,2025-10-01,,,,2025-10-01,2025-10-01,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351813,,
US,United States,FDA,Clindamycin Phosphate Injection,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,Clindamycin Phosphate Injection,,,Injection,"Clindamycin Phosphate, Injection, 900 mg/50 mL (NDC 0338-3814-50)",0338-3814-50,"0338-3814, 0338-3410, 0338-3612",ANDA208084,INTRAVENOUS,Anti-Infective,,Baxter Healthcare Company,Baxter Healthcare,888-229-0001,Current,Revised,2023-03-21,Demand increase for the drug,Demand increase for the drug,,,2026-09-17,Estimated recovery: November 2026,2026-09-23T21:01:42.351826,D10AF01,
US,United States,FDA,Rifampin Capsule,RIFAMPIN,RIFAMPIN,Rifampin Capsule,,,Capsule,"Rifampin, Capsule, 300 mg (NDC 42806-799-05)",42806-799-05,"42806-799, 42806-801",ANDA064150,ORAL,Anti-Infective,Rifamycin Antibacterial [EPC],"EPIC PHARMA, LLC","Epic Pharma, LLC",(718) 276-8600 ext. 3,Current,Reverified,2021-12-22,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-09-15,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351836,J04AB02,7064
US,United States,FDA,Riluzole Oral Suspension,TIGLUTIK,RILUZOLE,Riluzole Oral Suspension,,,Oral Suspension,"Tiglutik, Oral Suspension, 50 mg/10 mL (NDC 70726-0303-1)",70726-0303-1,70726-0303,NDA209080,ORAL,Neurology,Benzothiazole [EPC],"EDW PHARMA, INC","EDW Pharma, Inc. (formerly Italfarmaco Pharma, Inc.)",610-937-6172,Current,Reverified,2024-01-26,Requirements related to complying with good manufacturing practices,Requirements related to complying with good manufacturing practices,,,2026-09-15,Estimated recovery: TBD,2026-09-23T21:01:42.351848,N07XX02,
US,United States,FDA,Midazolam Hydrochloride Injection,MIDAZOLAM,MIDAZOLAM HYDROCHLORIDE,Midazolam Hydrochloride Injection,,,Injection,"Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 25021-661-10)",25021-661-10,25021-661,ANDA090850,"INTRAMUSCULAR, INTRAVENOUS","Anesthesia, Neurology",,Sagent Pharmaceuticals,Gland Pharma Limited,"Avet Pharmaceuticals, Inc.: 855-228-9470; Sagent Pharmaceuticals: 866-625-1618",Current,Reverified,2020-04-02,Other,Other,,,2026-07-22,Estimated recovery: TBD; Distributed by Sagent Pharmaceuticals,2026-09-23T21:01:42.351858,N05CD08,217697
US,United States,FDA,Penicillin G Benzathine Injection,BICILLIN L-A,PENICILLIN G BENZATHINE,Penicillin G Benzathine Injection,,,Injection,"Bicillin L-A, Injection, 600000 [iU]/1 mL (NDC 60793-700-10)",60793-700-10,"60793-700, 60793-701, 60793-702",NDA050141,INTRAMUSCULAR,Anti-Infective,,Pfizer Laboratories Div Pfizer Inc,Pfizer Inc.,800-533-4535,Current,Revised,2023-04-26,Other,Other,,,2026-09-21,Next Delivery and Estimated Recovery: 4Q 2027; Manufacturing delay,2026-09-23T21:01:42.351869,J01CE01,
US,United States,FDA,"Lamotrigine Tablet, Extended Release",LAMOTRIGINE EXTENDED RELEASE,LAMOTRIGINE,"Lamotrigine Tablet, Extended Release",,,Tablet,"Lamotrigine, Tablet, Extended Release, 25 mg (NDC 49884-561-11)",49884-561-11,"49884-561, 49884-562, 49884-563, 49884-564, 49884-604, 49884-605",ANDA201791,ORAL,Neurology,"Anti-epileptic Agent [EPC], Mood Stabilizer [EPC]","Par Health USA, LLC","Par Health, Inc.",800-828-9393,To Be Discontinued,New,2026-04-29,,,,2026-04-29,2026-04-29,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351884,N03AX09,
US,United States,FDA,Dobutamine Hydrochloride Injection,DOBUTAMINE,DOBUTAMINE HYDROCHLORIDE,Dobutamine Hydrochloride Injection,,,Injection,"Dobutamine Hydrochloride, Injection, 250 mg/20mL (12.5 mg/1 mL) (NDC 0409-2344-02)",0409-2344-02,0409-2344,ANDA074086,INTRAVENOUS,"Cardiovascular, Pediatric, Renal",,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Revised,2017-11-06,,,,,2026-09-11,,2026-09-23T21:01:42.351895,C01CA07,124893
US,United States,FDA,Vancomycin Hydrochloride Injection,,,Vancomycin Hydrochloride Injection,,,Injection,"Vancomycin Hydrochloride, Injection, 10 g Vial NovaPlus (NDC 0409-5017-01)",0409-5017-01,,,,Anti-Infective,,"Hospira, Inc., a Pfizer Company","Hospira, Inc., a Pfizer Company",844-646-4398,To Be Discontinued,New,2025-11-14,,,,2025-11-14,2025-11-14,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351910,,
US,United States,FDA,Bupivacaine Hydrochloride Injection,BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Bupivacaine Hydrochloride Injection,,,Injection,"Bupivacaine Hydrochloride, Injection, 225 mg/30 mL (7.5 mg/mL) (NDC 0409-1165-02)",0409-1165-02,"0409-1165, 0409-1159, 0409-1160, 0409-1162, 0409-1163, 0409-9043, 0409-9046, 0409-9045, 0409-9042",ANDA070585,"EPIDURAL, RETROBULBAR",Anesthesia,,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Reverified,2018-02-20,,,,,2026-09-09,,2026-09-23T21:01:42.351922,N01BB01,
US,United States,FDA,Phenobarbital Tablet,PHENOBARBITAL,PHENOBARBITAL,Phenobarbital Tablet,,,Tablet,"Phenobarbital, Tablet, 32.4 mg (NDC 0603-5166-21)",0603-5166-21,"0603-5166, 0603-5165, 0603-5167, 0603-5168",,ORAL,"Analgesia/Addiction, Neurology, Other",,"Par Health USA, LLC","Endo Pharmaceuticals, Inc.",800-828-9393,To Be Discontinued,New,2025-10-31,,,,2025-10-31,2025-10-31,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.351937,N03AA02,
