country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,package_size,product_no,atc_code,shortage_start,estimated_end,last_updated,status,marketing_auth_holder,notes,scraped_at,prk
FI,Finland,FIMEA,Isotretinoin Orion 20 mg,Isotretinoin,20 mg,"kapseli, pehmeä",100,025810,D10BA01,2026-01-19,2027-03-08,2026-08-06,shortage,Pharmathen S.A.,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.674990,69507
FI,Finland,FIMEA,Risperidon Orion 1 mg,Risperidone,1 mg,"tabletti, kalvopäällysteinen",100,143527,N05AX08,2026-09-14,2026-10-05,2026-09-10,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.675047,37710
FI,Finland,FIMEA,Alfuzosin Hydrochlorid Ratiopharm 10 mg,Alfuzosin hydrochloride,10 mg,depottabletti,30,050297,G04CA01,2026-08-05,2026-11-30,2026-09-21,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.675104,54798
FI,Finland,FIMEA,Alfuzosin Hydrochlorid Ratiopharm 10 mg,Alfuzosin hydrochloride,10 mg,depottabletti,90,050306,G04CA01,2026-09-30,2026-11-30,2026-09-21,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.675160,54798
FI,Finland,FIMEA,Alfuzosin Hydrochlorid Ratiopharm 10 mg,Alfuzosin hydrochloride,10 mg,depottabletti,100,140841,G04CA01,2026-09-21,2026-09-25,2026-09-20,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.675218,54798
FI,Finland,FIMEA,Valproat Sandoz 300 mg,Valproic acid Sodium valproate,300 mg,depottabletti,100,417276,N03AG01,2026-03-05,2027-02-03,2026-07-20,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.675275,29882
FI,Finland,FIMEA,Fucidin 2 %,Fusidic acid,2 %,emulsiovoide,15 g,379305,D06AX01,2026-08-31,2026-10-31,2026-08-27,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.675332,5428
FI,Finland,FIMEA,Fucidin 2 %,Fusidic acid,2 %,emulsiovoide,30 g,128207,D06AX01,2026-08-19,2026-10-09,2026-09-20,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.675390,5428
FI,Finland,FIMEA,Losatrix Comp 100 mg / 25 mg,Hydrochlorothiazide Losartan potassium,100 mg / 25 mg,"tabletti, kalvopäällysteinen",100,112274,C09DA01,2026-09-03,2026-10-30,2026-08-31,shortage,TEVA Sweden AB,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.675446,69302
FI,Finland,FIMEA,Losatrix Comp 100 mg / 25 mg,Hydrochlorothiazide Losartan potassium,100 mg / 25 mg,"tabletti, kalvopäällysteinen",100,117760,C09DA01,2026-09-16,2026-11-09,2026-09-14,shortage,TEVA Sweden AB,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.675504,69302
FI,Finland,FIMEA,Losatrix Comp 50 mg / 12.5 mg,Hydrochlorothiazide Losartan potassium,50 mg / 12.5 mg,"tabletti, kalvopäällysteinen",100,583043,C09DA01,2026-09-25,2026-11-09,2026-09-21,shortage,TEVA Sweden AB,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.675560,69299
FI,Finland,FIMEA,Ciprofloxacin Krka 750 mg,Ciprofloxacin hydrochloride,750 mg,"tabletti, kalvopäällysteinen",2 x 10,065978,J01MA02,2026-08-16,2026-10-01,2026-08-13,shortage,KRKA d.d. Novo mesto,"Lisätietoja antaa: KRKA Finland Oy, KRKA Finland Oy, +358207545330, info.fi@krka.biz",2026-09-23T20:59:47.675617,138940
FI,Finland,FIMEA,Sequidot,Estradiol hemihydrate Norethisterone acetate,,depotlaastari,12 + 12,397333,G03FB05,2026-04-13,2026-10-20,2026-08-13,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.675674,
FI,Finland,FIMEA,Amloratio 5 mg,Amlodipine besylate,5 mg,tabletti,250,176455,C08CA01,2026-06-24,2026-10-09,2026-09-21,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.675731,123315
FI,Finland,FIMEA,Paramax Junior 250 mg,Paracetamol,250 mg,tabletti,10,112486,N02BE01,2026-09-07,2026-11-30,2026-09-06,shortage,Vitabalans Oy,"Lisätietoja antaa: Vitabalans Oy, Jari Kovalainen, +358 50 047 6321, jari.kovalainen@vitabalans.fi",2026-09-23T20:59:47.675788,
FI,Finland,FIMEA,Bisoprolol Vitabalans 10 mg,Bisoprolol hemifumarate,10 mg,tabletti,30,180820,C07AB07,2026-09-18,2026-12-31,2026-09-17,shortage,Vitabalans Oy,"Lisätietoja antaa: Vitabalans Oy, Jari Kovalainen, +358 50 0476321, jari.kovalainen@vitabalans.fi",2026-09-23T20:59:47.675846,25542
FI,Finland,FIMEA,Bisoprolol Vitabalans 10 mg,Bisoprolol hemifumarate,10 mg,tabletti,100,581317,C07AB07,2026-09-18,2026-12-31,2026-09-17,shortage,Vitabalans Oy,"Lisätietoja antaa: Vitabalans Oy, Jari Kovalainen, +358 50 0476321, jari.kovalainen@vitabalans.fi",2026-09-23T20:59:47.675903,25542
FI,Finland,FIMEA,Piperacillin/Tazobactam Reig Jofre 2 g / 0.25 g,Piperacillin sodium Tazobactam sodium,2 g / 0.25 g,"infuusiokuiva-aine, liuosta varten",10 x 2 g / 0.25 g,502484,J01CR05,2025-12-04,2026-11-20,2026-07-20,shortage,Laboratory Reig Jofré S.A.,"Lisätietoja antaa: Bioglan AB, Sara Soares, +46 40 608 75 25, sara.soares@bioglan.se",2026-09-23T20:59:47.675959,37125
FI,Finland,FIMEA,Montelukast Ratiopharm 10 mg,Montelukast sodium,10 mg,"tabletti, kalvopäällysteinen",98,501950,R03DC03,2026-09-08,2026-09-28,2026-09-07,shortage,Teva GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.676015,52051
FI,Finland,FIMEA,Moxalole,Potassium chloride Macrogol 3350 Sodium chloride Sodium hydrogen carbonate,,jauhe oraaliliuosta varten,20,133530,A06AD65,2026-04-29,2026-12-01,2026-08-20,shortage,Cooper Consumer Health B.V.,"Lisätietoja antaa: Oy Conaxess Trade Finland Ab, Hilkka Ylinärä, +46 70 170 49 03, hilkka.ylinara@conaxesstrade.com",2026-09-23T20:59:47.676075,46949
FI,Finland,FIMEA,Lariam 250 mg,Mefloquine hydrochloride,250 mg,tabletti,8,085223,P01BC02,2025-09-08,2026-09-30,2026-08-10,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.676133,25410
FI,Finland,FIMEA,Fluvastatin Viatris 20 mg,Fluvastatin sodium,20 mg,"kapseli, kova",2 x 49,430171,C10AA04,2025-09-18,2027-04-01,2026-04-28,shortage,Viatris Limited,"Lisätietoja antaa: Viatris Oy, Viatris Oy asiakasinformaatio, +358 20 720 9555, infofi@viatris.com",2026-09-23T20:59:47.676191,39136
FI,Finland,FIMEA,Fluvastatin Viatris 40 mg,Fluvastatin sodium,40 mg,"kapseli, kova",2 x 49,491272,C10AA04,2026-09-02,2027-06-01,2026-09-01,shortage,Viatris Limited,"Lisätietoja antaa: Viatris Oy, Viatris Oy asiakasinformaatio, +358 20 720 9555, infofi@viatris.com",2026-09-23T20:59:47.676249,39144
FI,Finland,FIMEA,Candemox 8 mg,Candesartan cilexetil,8 mg,tabletti,100,599317,C09CA06,2026-07-21,2026-12-31,2026-08-31,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.676308,48402
FI,Finland,FIMEA,Carboplatin Accord 10 mg/ml,Carboplatin,10 mg/ml,"infuusiokonsentraatti, liuosta varten",15 ml,106217,L01XA02,2026-05-17,2026-10-30,2026-06-28,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.676372,39993
FI,Finland,FIMEA,Risperidon Orion 1 mg/ml,Risperidone,1 mg/ml,oraaliliuos,100 ml,154431,N05AX08,2026-03-04,2026-12-28,2026-04-16,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398256, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.676428,44016
FI,Finland,FIMEA,Sumatriptan Accord 100 mg,Sumatriptan succinate,100 mg,"tabletti, kalvopäällysteinen",6,398653,N02CC01,2026-01-13,2026-09-30,2026-01-28,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.676486,32476
FI,Finland,FIMEA,Sumatriptan Accord 100 mg,Sumatriptan succinate,100 mg,"tabletti, kalvopäällysteinen",18,043245,N02CC01,2026-01-25,2026-09-30,2026-01-28,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.676543,32476
FI,Finland,FIMEA,Sumatriptan Accord 50 mg,Sumatriptan succinate,50 mg,"tabletti, kalvopäällysteinen",12,141368,N02CC01,2026-05-03,2026-09-30,2026-01-28,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.676599,41378
FI,Finland,FIMEA,ZYPADHERA 210 mg,Olanzapine pamoate monohydrate,210 mg,"injektiokuiva-aine ja liuotin, depotsuspensiota varten",210 mg + 3 ml,027976,N05AH03,2025-12-10,2026-12-02,2026-08-17,shortage,Cheplapharm Registration GmbH,"Lisätietoja antaa: Cheplapharm Registration GmbH, Ceyhan Avci, +46 8 560 020 13, ceyhan.avci@propharmagroup.com",2026-09-23T20:59:47.676656,90190
FI,Finland,FIMEA,Bisoprolol Ratiopharm 2.5 mg,Bisoprolol fumarate,2.5 mg,tabletti,100,079745,C07AB07,2026-09-15,2026-12-15,2026-09-14,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.676713,71323
FI,Finland,FIMEA,Myfenax 500 mg,Mycophenolate mofetil,500 mg,"tabletti, kalvopäällysteinen",50,055084,L04AA06,2026-09-18,2026-10-09,2026-09-17,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.676769,44369
FI,Finland,FIMEA,Seroquel Prolong 300 mg,Quetiapine fumarate,300 mg,depottabletti,100,119419,N05AH04,2025-11-08,2026-12-01,2026-08-17,shortage,Cheplapharm Arzneimittel GmbH,"Lisätietoja antaa: CHEPLAPHARM Arzneimittel GmbH, +358 800 416231, medicalinformation@advanzpharma.com",2026-09-23T20:59:47.676826,84204
FI,Finland,FIMEA,Seroquel Prolong 200 mg,Quetiapine fumarate,200 mg,depottabletti,100,119385,N05AH04,2025-12-16,2026-12-01,2026-08-17,shortage,Cheplapharm Arzneimittel GmbH,"Lisätietoja antaa: CHEPLAPHARM Arzneimittel GmbH, +358 800 416231, markus.klien@cheplapharm.com",2026-09-23T20:59:47.676882,84190
FI,Finland,FIMEA,Seroquel Prolong 50 mg,Quetiapine fumarate,50 mg,depottabletti,10,027933,N05AH04,2025-12-20,2026-12-01,2026-08-17,shortage,Cheplapharm Arzneimittel GmbH,"Lisätietoja antaa: CHEPLAPHARM Arzneimittel GmbH / Abcur AB, +358 800 416231, medicalinformation@advanzpharma.com",2026-09-23T20:59:47.676938,84182
FI,Finland,FIMEA,Nexodal 0.4 mg/ml,Naloxone hydrochloride,0.4 mg/ml,"injektio-/infuusioneste, liuos",10 x 1 ml,032476,V03AB15,2026-07-01,2026-09-30,2026-06-30,shortage,Orpha-Devel Handels und Vertriebs GmbH,"Lisätietoja antaa: Navamedic, Krister Sagulin, +358400463201, krister.sagulin@navamedic.com",2026-09-23T20:59:47.676997,2429
FI,Finland,FIMEA,Olanzapine Viatris 10 mg,Olanzapine,10 mg,"tabletti, kalvopäällysteinen",100,518479,N05AH03,2026-08-29,2027-04-09,2026-06-07,shortage,Viatris Limited,"Lisätietoja antaa: Viatris Oy, Viatris Oy asiakasinformaatio, +358 20 720 9555, infofi@viatris.com",2026-09-23T20:59:47.677053,45578
FI,Finland,FIMEA,Targiniq 20 mg / 10 mg,Oxycodone hydrochloride Naloxone hydrochloride dihydrate,20 mg / 10 mg,depottabletti,28,033172,N02AA55,2026-09-22,2026-09-29,2026-08-24,shortage,Mundipharma Oy,"Lisätietoja antaa: Mundipharma Oy, Mundipharma Oy (Supply chain), +358985202065, nordics.supplychain@mundipharma.com",2026-09-23T20:59:47.677110,88846
FI,Finland,FIMEA,Carveratio 12.5 mg,Carvedilol,12.5 mg,tabletti,100,464226,C07AG02,2026-04-01,2026-11-02,2026-08-24,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358 20 180 5900, infofinland@tevapharm.com",2026-09-23T20:59:47.677167,74241
FI,Finland,FIMEA,Carveratio 6.25 mg,Carvedilol,6.25 mg,tabletti,100,142615,C07AG02,2026-09-22,2026-11-23,2026-09-21,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.677224,47864
FI,Finland,FIMEA,Naltrexon Accord 50 mg,Naltrexoni hydrochloride,50 mg,"tabletti, kalvopäällysteinen",28,597909,N07BB04,2026-06-29,2026-09-30,2026-08-30,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.677280,27863
FI,Finland,FIMEA,Mozobil 20 mg/ml,Plerixafor,20 mg/ml,"injektioneste, liuos",1.2 ml,048505,L03AX16,2026-09-15,2026-09-26,2026-09-21,shortage,Sanofi B.V.,"Lisätietoja antaa: Sanofi Oy, Oili Vitie, +358201200300, regulatory.finland@sanofi.com",2026-09-23T20:59:47.677336,131156
FI,Finland,FIMEA,Smofkabiven Elektrolyytitön,"Alanine Arginine Glucose monohydrate Glycine Histidine Isoleucine Leucine Lysine acetate Methionine Phenylalanine Proline Serine Threonine Tryptophane Tyrosine Valine Taurine Triglycerides, medium-chain Soya-bean oil, refined Fish oil, rich in omega-3-acids Olive oil, refined",,"infuusioneste, emulsio",4 x 986 ml,154662,B05BA10,2026-09-22,2026-10-09,2026-09-21,shortage,Fresenius Kabi AB,"Lisätietoja antaa: Fresenius Kabi Ab, sivuliike Suomessa, Fresenius Kabi, +35894281550, asiakaspalvelu@fresenius-kabi.com",2026-09-23T20:59:47.677393,89524
FI,Finland,FIMEA,Apurin Sandoz 300 mg,Allopurinol,300 mg,tabletti,100,395850,M04AA01,2026-08-06,2026-12-31,2026-09-16,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.677450,3913
FI,Finland,FIMEA,Valdoxan 25 mg,Agomelatine,25 mg,"tabletti, kalvopäällysteinen",98,032534,N06AX22,2026-05-12,2026-12-31,2026-05-12,shortage,Les Laboratoires Servier,"Lisätietoja antaa: Servier Finland Oy, +358 40 901 2978, info.finland@servier.com",2026-09-23T20:59:47.677508,90824
FI,Finland,FIMEA,Isotretinoin Orifarm 20 mg,Isotretinoin,20 mg,"kapseli, pehmeä",30,034370,D10BA01,2026-08-10,2026-10-31,2026-09-16,shortage,Orifarm Generics A/S,"Lisätietoja antaa: Orifarm Healthcare Oy, Anna-Leena Haikkola, +35897746870, suomi@orifarm.com",2026-09-23T20:59:47.677565,69507
FI,Finland,FIMEA,Isotretinoin Orifarm 20 mg,Isotretinoin,20 mg,"kapseli, pehmeä",60,034352,D10BA01,2026-02-06,2026-10-31,2026-09-16,shortage,Orifarm Generics A/S,"Lisätietoja antaa: Orifarm Healthcare Oy, Anna-Leena Haikkola, +35897746870, suomi@orifarm.com",2026-09-23T20:59:47.677622,69507
FI,Finland,FIMEA,Isotretinoin Orifarm 20 mg,Isotretinoin,20 mg,"kapseli, pehmeä",100,034361,D10BA01,2026-01-09,2026-10-31,2026-09-16,shortage,Orifarm Generics A/S,"Lisätietoja antaa: Orifarm Healthcare Oy, Anna-Leena Haikkola, +35897746870, suomi@orifarm.com",2026-09-23T20:59:47.677679,69507
FI,Finland,FIMEA,Movicol Plain,Potassium chloride Macrogol 3350 Sodium chloride Sodium hydrogen carbonate,,"jauhe oraaliliuosta varten, annospussi",100,155918,A06AD65,2026-08-26,2027-02-28,2026-08-26,shortage,Norgine Healthcare B.V.,"Lisätietoja antaa: Norgine Denmark AS, Kristian Folkesson, +45 31 25 36 09, danmark@norgine.com",2026-09-23T20:59:47.677735,46949
FI,Finland,FIMEA,Bisoproact 5 mg,Bisoprolol fumarate,5 mg,tabletti,30,437165,C07AB07,2025-10-24,2026-12-30,2025-10-21,shortage,SanoSwiss UAB,"Lisätietoja antaa: UAB SanoSwiss, Jovita Paliliunaite, +370 695 02569, jovita.paliliunaite@sanoswiss.com",2026-09-23T20:59:47.677793,25534
FI,Finland,FIMEA,Tizanidin Orion 2 mg,Tizanidine,2 mg,tabletti,30,062137,M03BX02,2026-06-29,2026-12-07,2026-07-09,shortage,Orion Corporation,"Lisätietoja antaa: ORION CORPORATION, Orion Call Center, +358104398256, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.677850,22993
FI,Finland,FIMEA,Efient 10 mg,Prasugrel hydrochloride,10 mg,"tabletti, kalvopäällysteinen",28,034479,B01AC22,2025-12-08,2027-12-31,2026-04-15,shortage,Substipharm,"Lisätietoja antaa: Kurantis ApS, Tanja Breum Nielsen, +45 26524288, tbn@kurantis.com",2026-09-23T20:59:47.677906,196894
FI,Finland,FIMEA,Efient 5 mg,Prasugrel hydrochloride,5 mg,"tabletti, kalvopäällysteinen",28,034468,B01AC22,2025-05-20,2027-12-31,2026-04-15,shortage,Substipharm,"Lisätietoja antaa: Kurantis ApS, +4526524288, tbn@kurantis.com",2026-09-23T20:59:47.677963,196886
FI,Finland,FIMEA,Javlor 25 mg/ml,Vinflunine ditartrate,25 mg/ml,"infuusiokonsentraatti, liuosta varten",2 ml,026101,L01CA05,2026-08-18,2027-05-01,2026-08-18,shortage,Pierre Fabre Medicament,"Lisätietoja antaa: Pierre Fabre Pharma Norden, + 46 8 625 33 50, infonorden@pierre-fabre.com",2026-09-23T20:59:47.678020,119245
FI,Finland,FIMEA,Javlor 25 mg/ml,Vinflunine ditartrate,25 mg/ml,"infuusiokonsentraatti, liuosta varten",10 ml,026114,L01CA05,2026-09-01,2027-05-01,2025-11-12,shortage,Pierre Fabre Medicament,"Lisätietoja antaa: Pierre Fabre Pharma Norden, + 46 8 625 33 50, infonorden@pierre-fabre.com",2026-09-23T20:59:47.678077,119245
FI,Finland,FIMEA,Palladon 50 mg/ml,Hydromorphone hydrochloride,50 mg/ml,"injektio-/infuusioneste, liuos",5 x 1 ml,157227,N02AA03,2026-04-01,2026-12-31,2026-09-17,shortage,Mundipharma Oy,"Lisätietoja antaa: Mundipharma Oy, Mundipharma Oy (Supply chain), +358985202065, nordics.supplychain@mundipharma.com",2026-09-23T20:59:47.678133,107077
FI,Finland,FIMEA,Kalcipos-D 500 mg / 10 mikrog,Calcium carbonate Cholecalciferol concentrate (powder form),500 mg / 10 mikrog,purutabletti,90,037001,A12AX,2026-06-29,2026-10-22,2026-09-15,shortage,Cooper Consumer Health B.V.,"Lisätietoja antaa: Viatris Oy, Viatris Oy:n asiakasinformaatio, +358207209555, infofi@viatris.com",2026-09-23T20:59:47.678190,
FI,Finland,FIMEA,Letrozol Accord 2.5 mg,Letrozole,2.5 mg,"tabletti, kalvopäällysteinen",30,130205,L02BG04,2026-04-15,2026-09-30,2026-08-30,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.678247,47724
FI,Finland,FIMEA,Rivastigmin Orion 3 mg,Rivastigmine hydrogen tartrate,3 mg,"kapseli, kova",28,047612,N06DA03,2026-05-27,2027-03-22,2026-05-27,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398256, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.678304,50172
FI,Finland,FIMEA,Olanzapine Accord 2.5 mg,Olanzapine,2.5 mg,"tabletti, kalvopäällysteinen",28,564819,N05AH03,2026-07-07,2027-01-31,2026-07-22,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.678361,61271
FI,Finland,FIMEA,Olanzapine Accord 20 mg,Olanzapine,20 mg,"tabletti, kalvopäällysteinen",28,042631,N05AH03,2026-08-31,2026-10-30,2026-06-28,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.678417,69604
FI,Finland,FIMEA,Paclitaxel Accord 6 mg/ml,Paclitaxel,6 mg/ml,"infuusiokonsentraatti, liuosta varten",50 ml,074529,L01CD01,2026-07-28,2026-12-31,2026-08-30,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.678473,56596
FI,Finland,FIMEA,Levocetirizin Stada 5 mg,Levocetirizine dihydrochloride,5 mg,"tabletti, kalvopäällysteinen",100,051017,R06AE09,2026-02-03,2026-09-30,2026-06-28,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.678530,60976
FI,Finland,FIMEA,Scintimun 1 mg,,,,1 mg + 1 kpl,null,V09HA03,2025-09-17,2028-06-26,2026-04-23,shortage,Telix Innovations,"Lisätietoja antaa: Telix Innovations, customerservice.emea@telixpharma.com",2026-09-23T20:59:47.678586,54305
FI,Finland,FIMEA,Scintimun 1 mg,,,,2 x (1 mg + 1 kpl),null,V09HA03,2025-09-17,2028-06-26,2026-04-23,shortage,Telix Innovations,"Lisätietoja antaa: Telix Innovations, customerservice.emea@telixpharma.com",2026-09-23T20:59:47.678646,54305
FI,Finland,FIMEA,Losarstad Comp 100 mg / 12.5 mg,Hydrochlorothiazide Losartan potassium,100 mg / 12.5 mg,"tabletti, kalvopäällysteinen",30,084164,C09DA01,2026-01-13,2026-12-31,2026-09-07,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.678703,81337
FI,Finland,FIMEA,Repaglinid Stada 0.5 mg,Repaglinide,0.5 mg,tabletti,90,051738,A10BX02,2026-05-18,2026-10-31,2026-09-07,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.678760,50911
FI,Finland,FIMEA,Repaglinid Stada 2 mg,Repaglinide,2 mg,tabletti,90,029417,A10BX02,2026-08-17,2026-11-30,2026-07-28,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.678815,50946
FI,Finland,FIMEA,Repaglinid Stada 1 mg,Repaglinide,1 mg,tabletti,90,552080,A10BX02,2026-07-21,2026-11-30,2026-07-20,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.678872,50938
FI,Finland,FIMEA,Repaglinide Krka 2 mg,Repaglinide,2 mg,tabletti,90,431948,A10BX02,2026-09-14,2026-11-05,2026-09-03,shortage,KRKA d.d. Novo mesto,"Lisätietoja antaa: KRKA Finland Oy, KRKA Finland Oy, +358207545330, info.fi@krka.biz",2026-09-23T20:59:47.678929,50946
FI,Finland,FIMEA,Sildenafil Sandoz 100 mg,Sildenafil citrate,100 mg,tabletti,24,419722,G04BE03,2026-07-21,2027-01-31,2026-07-20,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.678986,51098
FI,Finland,FIMEA,Sildenafil Sandoz 50 mg,Sildenafil citrate,50 mg,tabletti,24,106035,G04BE03,2026-09-17,2026-12-31,2026-09-16,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.679043,51071
FI,Finland,FIMEA,Repaglinide Krka 0.5 mg,Repaglinide,0.5 mg,tabletti,90,164800,A10BX02,2026-06-20,2026-11-05,2026-09-20,shortage,KRKA d.d. Novo mesto,"Lisätietoja antaa: KRKA Finland Oy, KRKA Finland Oy, +358207545330, info.fi@krka.biz",2026-09-23T20:59:47.679100,50911
FI,Finland,FIMEA,Repaglinide Krka 1 mg,Repaglinide,1 mg,tabletti,90,039168,A10BX02,2026-07-30,2026-11-05,2026-09-20,shortage,KRKA d.d. Novo mesto,"Lisätietoja antaa: KRKA Finland Oy, KRKA Finland Oy, +358207545330, info.fi@krka.biz",2026-09-23T20:59:47.679157,50938
FI,Finland,FIMEA,Miochol-E 10 mg/ml,Acetylcholine chloride,10 mg/ml,"jauhe ja liuotin instillaatioliuosta varten, silmän sisään",2 ml,019235,S01EB09,2026-05-15,2026-10-15,2026-06-11,shortage,Dr. Gerhard Mann Chem.-Pharm. Fabrik GmbH,"Lisätietoja antaa: Bausch & Lomb Nordic AB, 004686169500, nordic.regaffairs@bausch.com",2026-09-23T20:59:47.679214,23930
FI,Finland,FIMEA,Pimafucort,Hydrocortisone Natamycin Neomycin sulfate,,voide,30 g,032654,D07CA01,2026-05-14,2028-01-01,2026-05-13,shortage,Leo Pharma A/S,"Lisätietoja antaa: LEO Pharma Oy, Emil Holmström, +358407552967, EMHOM@leo-pharma.com",2026-09-23T20:59:47.679274,
