country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,product_no,shortage_start,estimated_end,status,notes,scraped_at
NO,Norway,DMP,"Alkindi 0,5 mg granulat i kapsel som åpnes, 50 stk flaske",hydrokortison,,,,,2026-01-15,2026-03-12,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Benferol 50 000 IU kapsel, myk, 3 stk blisterpakning",kolekalsiferol,,,,,2026-04-20,2026-06-22,upcoming,Saksbehandling pågår,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Betaferon 250 mikrog/ml pulver og væske til injeksjonsvæske, oppløsning, 30 stk spritkompresser",interferon beta-1b,,,L03AB08,,2026-01-21,2026-02-02,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Carbaglu 200 mg dispergerbar tablett, 5 stk boks",kargluminsyre,,,,,2025-12-18,2025-12-19,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Diovan 3 mg/ml mikstur, oppløsning, 160 ml flaske av glass",valsartan,,,C09CA03,,2025-12-18,2026-01-29,resolved,Ingen tiltak iverksatt,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Efmody 5 mg kapsel med modifisert frisetting, hard, 50 stk flaske",hydrokortison,,,,,2025-12-21,2026-03-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Paralgin Forte 400 mg/30 mg tablett, 100 stk blisterpakning","kodeinfosfatsesquihydrat, paracetamol",,,N02BE01,,2026-01-15,2026-01-26,resolved,Tilgjengelig legemiddel innen samme byttegruppe / Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Paralgin Forte 400 mg/30 mg tablett, 20 stk blisterpakning","kodeinfosfatsesquihydrat, paracetamol",,,N02BE01,,2025-12-15,2026-01-25,resolved,Tilgjengelig legemiddel innen samme byttegruppe / Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.586728
NO,Norway,DMP,"Ropivacain Fresenius Kabi 5 mg/ml injeksjonsvæske, oppløsning, 5x10 ml ampulle",ropivakainhydrokloridmonohydrat,,,,,2025-12-15,2026-01-16,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Trabectedin EVER Pharma 0,25 mg pulver til konsentrat til infusjonsvæske, oppløsning, 0,25 mg hetteglass",trabektedin,,,,,2025-12-30,2026-01-16,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Trileptal 300 mg tablett, filmdrasjert, 100 stk blisterpakning",okskarbazepin,,,,,2025-12-18,2026-01-29,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Balidax 20 mg kapsel, hard, 30 stk boks",lisdeksamfetamindimesilat,,,,,2026-01-20,2026-03-27,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Doxylin 100 mg tablett, 30 stk blisterpakning",doksysyklin,,,,,2026-01-14,2026-02-28,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Escitalopram Actavis 5 mg tablett, filmdrasjert, 28 stk blisterpakning",escitalopramoksalat,,,,,2026-01-25,2026-01-30,resolved,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig / Tilgjengelig legemiddel innen samme byttegruppe",2026-03-12T15:53:54.587725
NO,Norway,DMP,"Karsivan vet 50 mg tablett, filmdrasjert, 60 stk blisterpakning",propentofyllin,,,,,2025-12-15,2026-01-28,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Tolvaptan Teva B.V. 45 mg / 15 mg tablett, 56 stk",tolvaptan,,,C03XA01,,2025-12-12,2026-02-27,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Abboticin 250 mg tablett, drasjert, 100 stk boks",erytromycinstearat,,,,,2025-12-01,2026-02-15,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Abboticin 250 mg tablett, drasjert, 40 stk boks",erytromycinstearat,,,,,2025-12-01,2026-02-15,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Advocate 40 mg/4 mg påflekkingsvæske, oppløsning, 3x0,4 ml pipette, endose","imidakloprid, moksidektin",,,,,2025-12-11,2026-02-27,resolved,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Arcoxia 90 mg tablett, filmdrasjert, 28 stk blisterpakning",etorikoksib,,,,,2025-12-15,2026-01-23,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Cozaar Comp/... 100 mg/25 mg tablett, filmdrasjert, 98 stk blisterpakning","hydroklortiazid, losartankalium",,,C09CA01,,2025-12-15,2026-01-22,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Cyklokapron 500 mg tablett, filmdrasjert, 100 stk blisterpakning",traneksamsyre,,,,,2026-01-15,2026-04-10,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Fragmin 2 500 IE injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 25x0,2 ml ferdigfylt sprøyte",dalteparinnatrium,,,B01AB04,,2025-12-29,2026-01-21,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Fragmin 5 000 IE injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 10x0,2 ml ferdigfylt sprøyte",dalteparinnatrium,,,B01AB04,,2025-12-29,2026-01-12,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Fragmin 5 000 IE injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 25x0,2 ml ferdigfylt sprøyte",dalteparinnatrium,,,B01AB04,,2026-01-12,2026-01-21,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.587725
NO,Norway,DMP,"Nix 1 % sjampo, 59 ml flaske av plast","permetrin, 25:75",,,P03AC04,,2025-11-09,2026-01-08,resolved,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.588728
NO,Norway,DMP,"Viagra 100 mg tablett, 4 stk blisterpakning",sildenafilsitrat,,,G04BE03,,2026-02-01,2026-03-15,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.588728
NO,Norway,DMP,"Behepan 1 mg tablett, filmdrasjert, 100 stk boks av plast",cyanokobalamin,,,,,2026-01-26,2026-03-29,shortage,Grossister (og apotek) har tilstrekkelig lager / Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.588728
NO,Norway,DMP,"Norspan 20 mikrog/time depotplaster, 4x1 stk foliepose",buprenorfin,,,,,2025-12-21,2026-02-05,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.588728
NO,Norway,DMP,"Targiniq 15 mg/7,5 mg depottablett, 98 stk blisterpakning","naloksonhydrokloriddihydrat, oksykodonhydroklorid",,,,,2026-01-26,2026-03-05,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.588728
NO,Norway,DMP,"Catiolanze 50 mikrog/ml øyedråper, emulsjon i endosebeholder, 30x0,3 ml endosebeholder",latanoprost,,,S01EE01,,2026-02-10,2026-04-15,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.588728
NO,Norway,DMP,"Oftagel 2,5 mg/g øyegel, 30x0,5 g endosebeholder",karbomer 974p,,,,,2026-01-20,2026-03-31,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.588728
NO,Norway,DMP,"Ovivac P vet  injeksjonsvæske, suspensjon, 100 ml flaske av plast","bibersteinia trehalosi, inaktivert, clostridium chauvoei, stamme 1048, celler og ekvivalent toksoid, clostridium chauvoei, stamme 655, celler og ekvivalent toksoid, clostridium chauvoei, stamme 656, celler og ekvivalent toksoid, clostridium chauvoei, stamme 657, celler og ekvivalent toksoid, clostridium chauvoei, stamme 658, celler og ekvivalent toksoid, clostridium perfringens, serotype d, inaktivert, clostridium septicum, stamme 505, toksoid, clostridium tetani, inaktivert, mannheimia haemolytica, inaktivert",,,,,2025-12-15,2026-03-27,shortage,Grossister (og apotek) har tilstrekkelig lager / Saksbehandling pågår,2026-03-12T15:53:54.588728
NO,Norway,DMP,"Acitretin Orifarm 25 mg kapsel, hard, 100 stk blisterpakning",acitretin,,,D05BB02,,2025-12-04,2026-01-09,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.588728
NO,Norway,DMP,"Cystadane 1 g pulver, 180 g flaske",betain,,,A16AA06,,2026-01-01,2026-01-12,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.588728
NO,Norway,DMP,"Kloramfenikol 10 mg/g øyesalve, 5 g tube",kloramfenikol,,,,,2026-02-02,2026-09-30,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.588728
NO,Norway,DMP,"Mannitol 150 mg/ml infusjonsvæske, oppløsning, 20x500 ml plastpose (freeflex)",mannitol,,,B05BC01,,2025-12-08,2026-04-10,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.588728
NO,Norway,DMP,"Milbemax vet 4 mg/10 mg tablett, filmdrasjert, 20 stk blisterpakning","milbemycinoksim, prazikvantel",,,,,2025-12-08,2026-02-27,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.588728
NO,Norway,DMP,"Onglyza 5 mg tablett, filmdrasjert, 98 stk blisterpakning",saksagliptinhydroklorid,,,,,2025-12-08,2027-02-01,shortage,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.588728
NO,Norway,DMP,"Oxycodone Orifarm 1 mg/ml mikstur, oppløsning, 1 stk adapter",oksykodonhydroklorid,,,,,2025-12-12,2026-01-30,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.588728
NO,Norway,DMP,"Pexion 400 mg tablett, 100 stk flaske",imepitoin,,,,,2025-11-28,2026-01-27,resolved,Grossister (og apotek) har tilstrekkelig lager / Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.589694
NO,Norway,DMP,"Purevax RCP FeLV  lyofilisat og væske til injeksjonsvæske, suspensjon, 0,5 ml hetteglass","canarykoppervirus uttrykker felint leukemia virus, levende, felid alphaherpesvirus 1, stamme f2, levende, felint calicivirus, stamme 431 og g1, inaktivert, felint panleukopenivirus, stamme pli iv, levende",,,,,2025-11-28,2026-01-08,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.589694
NO,Norway,DMP,"Purevax RCPCh FeLV  lyofilisat og væske til injeksjonsvæske, suspensjon, 0,5 ml hetteglass","canarykoppervirus uttrykker felint leukemia virus, levende, chlamydia felis, stamme 905, hel, levende, felid alphaherpesvirus 1, stamme f2, levende, felint calicivirus, stamme 431 og g1, inaktivert, felint panleukopenivirus, stamme pli iv, levende",,,,,2025-11-21,2026-02-12,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.589694
NO,Norway,DMP,"Pyrisept 1 mg/ml liniment, oppløsning, 100 ml flaske av plast",cetylpyridiniumkloridmonohydrat,,,,,2025-12-23,2026-02-12,resolved,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.589694
NO,Norway,DMP,"Insulin aspart Sanofi 100 E/ml injeksjonsvæske, oppløsning i sylinderampulle, 5x3 ml sylinderampulle",insulin aspart,,,A10AB05,,2025-12-08,2026-01-21,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.589694
NO,Norway,DMP,"Lamictal 200 mg tyggetablett/dispergerbar tablett, 98 stk blisterpakning",lamotrigin,,,N03AX09,,2026-02-02,2026-02-16,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.589694
NO,Norway,DMP,"Ozempic 0,25 mg injeksjonsvæske, oppløsning i ferdigfylt penn, 4 stk kanyle",semaglutid,,,A10BJ06,,2025-12-05,2025-12-30,resolved,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig / Grossister (og apotek) har tilstrekkelig lager",2026-03-12T15:53:54.589694
NO,Norway,DMP,"Rokuroniumbromid Fresenius Kabi  10 mg/ml injeksjons-/infusjonsvæske, oppløsning, 10x5 ml hetteglass",rokuroniumbromid,,,,,2025-12-05,2026-01-09,resolved,Ingen tiltak iverksatt,2026-03-12T15:53:54.589694
NO,Norway,DMP,"Fixopost 50 mikrog/ml/5 mg/ml øyedråper, oppløsning i endosebeholder, 90x0,2 ml endosebeholder","latanoprost, timololmaleat",,,S01EE01,,2026-01-15,2026-03-18,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.589694
NO,Norway,DMP,"Imatinib Krka d.d 100 mg tablett, filmdrasjert, 60 stk blisterpakning",imatinibmesilat,,,L01EA01,,2025-12-04,2026-02-26,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.589694
NO,Norway,DMP,"Natriumklorid Baxter Viaflo 9 mg/ml infusjonsvæske, oppløsning, 60x100 ml plastpose med overpose",natriumklorid,,,,,2025-12-04,2026-03-27,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.590502
NO,Norway,DMP,"Sugammadex Mylan 100 mg/ml injeksjonsvæske, oppløsning, 10x5 ml hetteglass",sugammadeksnatrium,,,,,2026-01-01,2026-02-27,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.590502
NO,Norway,DMP,"Voriconazole Fresenius Kabi 200 mg pulver til infusjonsvæske, oppløsning, 200 mg hetteglass",vorikonazol,,,,,2025-12-04,2026-05-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.590502
NO,Norway,DMP,"Diclofenac diethylamine Teva 23,2 mg/g gel, 100 g tube",diklofenakdietylamin,,,,,2025-10-15,2026-02-20,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.590502
NO,Norway,DMP,"Diclofenac diethylamine Teva 23,2 mg/g gel, 50 g tube",diklofenakdietylamin,,,,,2025-10-15,2026-02-20,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.590502
NO,Norway,DMP,"Dostinex 0,5 mg tablett, 8 stk boks av plast",kabergolin,,,,,2026-02-16,2026-04-30,shortage,Saksbehandling pågår,2026-03-12T15:53:54.590502
NO,Norway,DMP,"Meloxoral 0,5 mg/ml mikstur, suspensjon, 5 ml flaske",meloksikam,,,,,2025-12-03,2026-08-21,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig / Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig",2026-03-12T15:53:54.590502
NO,Norway,DMP,"Reltebon Depot 15 mg depottablett, 28 stk blisterpakning",oksykodonhydroklorid,,,,,2025-11-26,2026-01-16,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.590502
NO,Norway,DMP,"Sporimune Vet 50 mg/ml mikstur, oppløsning, 50 ml flaske av glass",ciklosporin,,,,,2025-12-03,2026-03-10,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.590502
NO,Norway,DMP,"Tetracyclin Actavis 250 mg tablett, filmdrasjert, 32 stk boks",tetrasyklinhydroklorid,,,,,2025-10-30,2026-10-01,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.591645
NO,Norway,DMP,"Insulin aspart Sanofi 100 E/ml injeksjonsvæske, oppløsning, 10 ml hetteglass",insulin aspart,,,A10AB05,,2025-12-02,2026-02-24,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.591645
NO,Norway,DMP,"Delmosart 54 mg depottablett, 30 stk boks av plast",metylfenidathydroklorid,,,,,2025-11-28,2026-03-27,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.591645
NO,Norway,DMP,"Insulin lispro Sanofi 100 E/ml injeksjonsvæske, oppløsning i ferdigfylt penn, 5x3 ml ferdigfylt penn",insulin lispro,,,A10AB04,,2026-03-04,2026-12-31,shortage,Behandling med annet virkestoff bør vurderes / Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.591645
NO,Norway,DMP,"Diprosalic 0,5 mg/g/20 mg/g liniment, oppløsning, 100 ml flaske","betametasondipropionat, salisylsyre",,,,,2025-12-16,2026-04-24,shortage,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.591645
NO,Norway,DMP,"Ventoline 0,5 mg/ml inhalasjonsvæske til nebulisator, oppløsning, 60x2,5 ml endosebeholder",salbutamolsulfat,,,R03AC02,,2026-01-06,2027-12-31,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.591645
NO,Norway,DMP,"Detrusitol SR 2 mg depotkapsel, hard, 100 stk boks",tolterodintartrat,,,,,2026-01-15,2026-02-10,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.591645
NO,Norway,DMP,"Palexia depot 150 mg depottablett, 30 stk blisterpakning",tapentadolhydroklorid,,,N02AX06,,2025-12-29,2026-01-15,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.591645
NO,Norway,DMP,"Pepcidduo  tyggetablett, 24 stk blisterpakning","famotidin, kalsiumkarbonat, magnesiumhydroksid",,,,,2025-11-13,2026-03-20,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.591645
NO,Norway,DMP,"Velcade 3,5 mg pulver til injeksjonsvæske, oppløsning, 1x3,5 mg hetteglass",bortezomibmannitolboronat,,,,,2025-11-27,2026-02-01,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.591645
NO,Norway,DMP,"Credelio 12 mg tyggetablett, 3 stk blisterpakning",lotilaner,,,,,2025-11-26,2026-02-27,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.592639
NO,Norway,DMP,"Donepezil Accord 5 mg tablett, filmdrasjert, 98 stk blisterpakning",donepezilhydrokloridmonohydrat,,,N06DA02,,2025-11-26,2026-03-20,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.592639
NO,Norway,DMP,"Enalapril Krka 10 mg tablett, 100x1 stk endoseblisterpakning",enalaprilmaleat,,,C09AA02,,2025-11-26,2026-04-30,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.592639
NO,Norway,DMP,"Enalapril Krka 10 mg tablett, 30 stk blisterpakning",enalaprilmaleat,,,C09AA02,,2025-11-26,2026-04-30,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.592639
NO,Norway,DMP,"Enalapril Krka 20 mg tablett, 30 stk blisterpakning",enalaprilmaleat,,,C09AA02,,2025-11-26,2026-04-30,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.592639
NO,Norway,DMP,"Enalapril Krka 5 mg tablett, 100x1 stk endoseblisterpakning",enalaprilmaleat,,,C09AA02,,2025-11-26,2026-04-30,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.592639
NO,Norway,DMP,"Ivomec Comp 15,5 mg/g/77,5 mg/g oralpasta, 7,74 g doseringssprøyte","ivermektin, prazikvantel",,,,,2025-11-19,2026-02-23,resolved,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.592639
NO,Norway,DMP,"Metacam 1,5 mg/ml mikstur, suspensjon, 32 ml flaske",meloksikam,,,,,2025-11-26,2026-03-05,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.592639
NO,Norway,DMP,"Milbemax vet 12,5 mg/125 mg tablett, 50 stk blisterpakning","milbemycinoksim, prazikvantel",,,,,2025-11-26,2025-12-18,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.592639
NO,Norway,DMP,"Palexia depot 250 mg depottablett, 100 stk blisterpakning",tapentadolhydroklorid,,,N02AX06,,2026-01-28,2030-01-28,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.592639
NO,Norway,DMP,"Paritdam 300 mg tablett med modifisert frisetting, 30 stk blisterpakning",bupropionhydroklorid,,,N06AX12,,2025-12-26,2025-12-28,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.592639
NO,Norway,DMP,"Propranolol Accord 80 mg tablett, filmdrasjert, 100 stk blisterpakning",propranololhydroklorid,,,C07AA05,,2025-12-26,2025-12-28,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.593640
NO,Norway,DMP,"Quetiapine Accord 50 mg depottablett, 10 stk blisterpakning",kvetiapinfumarat,,,,,2025-11-26,2027-02-01,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.593640
NO,Norway,DMP,"Betnovat 0,1 % salve, 100 g tube",betametasonvalerat,,,,,2025-11-24,2026-03-04,resolved,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.593640
NO,Norway,DMP,"Cerenia 16 mg tablett, 4 stk blisterpakning",maropitantsitratmonohydrat,,,,,2025-11-10,2025-12-06,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.593640
NO,Norway,DMP,"Glypressin 1 mg injeksjonsvæske, oppløsning, 5x8,5 ml ampulle av glass",terlipressindiacetat,,,H01BA04,,2025-11-28,2026-02-26,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.593640
NO,Norway,DMP,"Naproxen Orion 250 mg tablett, 100 stk blisterpakning",naproksen,,,,,2025-11-25,2026-03-23,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.593640
NO,Norway,DMP,"Naproxen Orion 500 mg tablett, 100 stk blisterpakning",naproksen,,,,,2025-11-25,2026-03-23,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.593640
NO,Norway,DMP,"Requip Depot 8 mg depottablett, 84 stk blisterpakning",ropinirolhydroklorid,,,N04BC04,,2025-11-28,2026-01-01,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.593640
NO,Norway,DMP,"Elvanse 20 mg kapsel, hard, 30 stk boks av plast",lisdeksamfetamindimesilat,,,,,2026-02-01,2026-02-19,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.593640
NO,Norway,DMP,"Elvanse 40 mg kapsel, hard, 30 stk boks av plast",lisdeksamfetamindimesilat,,,,,2026-02-01,2026-03-18,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.593640
NO,Norway,DMP,"Elvanse 50 mg kapsel, hard, 30 stk boks",lisdeksamfetamindimesilat,,,,,2026-02-16,2026-04-09,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.593640
NO,Norway,DMP,"Elvanse 60 mg kapsel, hard, 30 stk boks av plast",lisdeksamfetamindimesilat,,,,,2026-03-02,2026-05-18,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.594642
